timestamp;importance_type;scenario;age;anosmia;cough;diarrhea;fever;minor_severity_factor;risk_factor;sore_throat_aches
2020-04-28 02:23:45,225;SHAPLEY_EFFECT;A;0.14063;0.04345;0.09167;0.20883;0.23981;0.04812;0.18315;0.04435
2020-04-28 02:25:30,764;SHAP_IMPORTANCE;A;0.10581;0.05612;0.10302;0.10239;0.17343;0.03480;0.14492;0.04325
2020-04-28 02:25:51,968;SHAPLEY_EFFECT;A;0.13960;0.03944;0.09457;0.20459;0.24037;0.05305;0.18265;0.04573
2020-04-28 02:36:39,084;SHAP_IMPORTANCE;B;0.05565;0.04036;0.07067;0.06264;0.08935;0.05651;0.11284;0.03329
2020-04-28 02:39:06,418;SHAPLEY_EFFECT;B;0.12462;0.03348;0.11161;0.13175;0.18104;0.13202;0.24987;0.03562
2020-04-28 02:41:18,930;SHAPLEY_EFFECT;B;0.12132;0.03901;0.12582;0.12465;0.17976;0.12223;0.25784;0.02936
2020-04-28 02:49:32,727;SHAP_IMPORTANCE;A;0.10496;0.06667;0.10658;0.11731;0.16718;0.03424;0.16524;0.05172
2020-04-28 02:55:21,450;SHAPLEY_EFFECT;A;0.14424;0.03545;0.09367;0.21045;0.24997;0.04449;0.18234;0.03938
2020-04-28 02:57:42,083;SHAPLEY_EFFECT;A;0.14277;0.03941;0.08887;0.21935;0.24076;0.04583;0.18566;0.03735
2020-04-28 02:59:51,066;SHAP_IMPORTANCE;B;0.06637;0.03772;0.07299;0.06375;0.08830;0.06590;0.12167;0.03185
2020-04-28 03:10:46,282;SHAPLEY_EFFECT;B;0.12077;0.02392;0.11091;0.12780;0.19208;0.12655;0.27123;0.02673
2020-04-28 03:12:14,163;SHAP_IMPORTANCE;A;0.10467;0.06128;0.10297;0.13930;0.16663;0.03646;0.15713;0.04621
2020-04-28 03:13:09,766;SHAPLEY_EFFECT;B;0.12205;0.02360;0.13475;0.12381;0.18306;0.12257;0.25936;0.03079
2020-04-28 03:23:30,410;SHAP_IMPORTANCE;B;0.05720;0.03805;0.06910;0.06566;0.08646;0.05504;0.11212;0.02847
2020-04-28 03:27:04,548;SHAPLEY_EFFECT;A;0.13712;0.04019;0.08793;0.21013;0.25773;0.04469;0.18529;0.03692
2020-04-28 03:29:34,341;SHAPLEY_EFFECT;A;0.14375;0.03854;0.08448;0.20951;0.24766;0.04405;0.19015;0.04187
2020-04-28 03:35:59,378;SHAP_IMPORTANCE;A;0.09646;0.05520;0.09582;0.10173;0.19057;0.04165;0.14328;0.04302
2020-04-28 03:42:29,888;SHAPLEY_EFFECT;B;0.11077;0.02246;0.11207;0.13687;0.19174;0.12482;0.26831;0.03296
2020-04-28 03:45:04,523;SHAPLEY_EFFECT;B;0.11797;0.02835;0.12639;0.12627;0.18083;0.11967;0.27817;0.02236
2020-04-28 03:46:29,983;SHAP_IMPORTANCE;B;0.05557;0.03864;0.07366;0.05851;0.08893;0.05672;0.11419;0.03132
2020-04-28 03:58:40,372;SHAP_IMPORTANCE;A;0.11309;0.05485;0.10073;0.12807;0.18034;0.03727;0.16154;0.05389
2020-04-28 03:58:48,222;SHAPLEY_EFFECT;A;0.14255;0.04125;0.08792;0.21120;0.24789;0.04837;0.18189;0.03892
2020-04-28 04:01:29,457;SHAPLEY_EFFECT;A;0.13886;0.03975;0.09635;0.20556;0.25012;0.04875;0.18517;0.03545
2020-04-28 04:10:16,427;SHAP_IMPORTANCE;B;0.06557;0.04233;0.07404;0.06671;0.09135;0.06607;0.12289;0.03072
2020-04-28 04:14:15,771;SHAPLEY_EFFECT;B;0.12758;0.04107;0.12295;0.12865;0.17272;0.11459;0.25185;0.04059
2020-04-28 04:17:00,818;SHAPLEY_EFFECT;B;0.11875;0.03678;0.12047;0.11920;0.18190;0.12189;0.25197;0.04904
2020-04-28 04:22:43,866;SHAP_IMPORTANCE;A;0.10523;0.05936;0.10490;0.10337;0.18762;0.03837;0.15683;0.05134
2020-04-28 04:30:39,511;SHAPLEY_EFFECT;A;0.14374;0.04254;0.09110;0.20857;0.24835;0.04545;0.18226;0.03799
2020-04-28 04:33:15,200;SHAP_IMPORTANCE;B;0.05635;0.04129;0.06801;0.06270;0.08157;0.05936;0.11411;0.03448
2020-04-28 04:33:33,137;SHAPLEY_EFFECT;A;0.14572;0.03744;0.08731;0.21238;0.25252;0.04640;0.17845;0.03977
2020-04-28 04:45:47,244;SHAP_IMPORTANCE;A;0.10196;0.05900;0.10332;0.11274;0.17414;0.04089;0.14798;0.04009
2020-04-28 04:46:10,606;SHAPLEY_EFFECT;B;0.12676;0.04300;0.12420;0.12219;0.16922;0.12660;0.25655;0.03148
2020-04-28 04:49:07,045;SHAPLEY_EFFECT;B;0.12014;0.03950;0.12606;0.11930;0.17544;0.12170;0.26323;0.03464
2020-04-28 04:57:16,805;SHAP_IMPORTANCE;B;0.06252;0.03586;0.07567;0.06203;0.09026;0.06547;0.12917;0.03077
2020-04-28 05:02:32,228;SHAPLEY_EFFECT;A;0.14076;0.04134;0.09250;0.20718;0.24325;0.04964;0.18581;0.03952
2020-04-28 05:05:34,656;SHAPLEY_EFFECT;A;0.13880;0.04275;0.09462;0.20995;0.24333;0.04736;0.17811;0.04508
2020-04-28 05:09:29,149;SHAP_IMPORTANCE;A;0.10086;0.06006;0.11303;0.11183;0.17668;0.04231;0.15291;0.04556
2020-04-28 05:18:05,233;SHAPLEY_EFFECT;B;0.12132;0.02532;0.13555;0.12227;0.17182;0.12991;0.26236;0.03146
2020-04-28 05:20:16,266;SHAP_IMPORTANCE;B;0.06149;0.03722;0.07258;0.06314;0.08702;0.05574;0.11240;0.03006
2020-04-28 05:21:09,684;SHAPLEY_EFFECT;B;0.11950;0.03179;0.11770;0.12931;0.18634;0.11330;0.27371;0.02834
2020-04-28 05:32:58,047;SHAP_IMPORTANCE;A;0.10026;0.05875;0.11389;0.10409;0.17467;0.03520;0.14868;0.04285
2020-04-28 05:34:30,014;SHAPLEY_EFFECT;A;0.13891;0.04122;0.08942;0.20694;0.24060;0.05210;0.18728;0.04353
2020-04-28 05:37:39,048;SHAPLEY_EFFECT;A;0.14350;0.04306;0.08634;0.20887;0.24733;0.04972;0.18278;0.03840
2020-04-28 05:44:11,141;SHAP_IMPORTANCE;B;0.06021;0.03566;0.07075;0.06217;0.09043;0.05874;0.12069;0.02988
2020-04-28 05:50:01,801;SHAPLEY_EFFECT;B;0.12735;0.02800;0.13572;0.12248;0.18016;0.11496;0.25638;0.03495
2020-04-28 05:53:13,118;SHAPLEY_EFFECT;B;0.12594;0.02830;0.12796;0.12050;0.16931;0.12423;0.26349;0.04025
2020-04-28 05:56:38,896;SHAP_IMPORTANCE;A;0.11446;0.06006;0.10629;0.13365;0.17170;0.03565;0.15262;0.04607
2020-04-28 06:06:24,544;SHAPLEY_EFFECT;A;0.14170;0.04152;0.09140;0.20779;0.24822;0.04776;0.18322;0.03839
2020-04-28 06:07:08,770;SHAP_IMPORTANCE;B;0.06318;0.04041;0.07622;0.06523;0.08743;0.06167;0.12134;0.03007
2020-04-28 06:09:40,792;SHAPLEY_EFFECT;A;0.14085;0.03694;0.09229;0.20718;0.25013;0.04503;0.18868;0.03890
2020-04-28 06:20:08,114;SHAP_IMPORTANCE;A;0.10277;0.06426;0.09406;0.10907;0.17500;0.03221;0.15842;0.03922
2020-04-28 06:21:59,396;SHAPLEY_EFFECT;B;0.12340;0.02005;0.12376;0.12022;0.18444;0.12884;0.26247;0.03682
2020-04-28 06:25:20,272;SHAPLEY_EFFECT;B;0.12606;0.02778;0.11711;0.12071;0.18441;0.11307;0.27954;0.03132
2020-04-28 06:31:20,217;SHAP_IMPORTANCE;B;0.05104;0.03984;0.06470;0.06269;0.08455;0.04987;0.10427;0.03102
2020-04-28 06:38:26,607;SHAPLEY_EFFECT;A;0.13792;0.04427;0.09056;0.20413;0.24643;0.05038;0.18288;0.04344
2020-04-28 06:41:51,082;SHAPLEY_EFFECT;A;0.14072;0.04320;0.09056;0.20316;0.24257;0.05246;0.18342;0.04391
2020-04-28 06:43:32,203;SHAP_IMPORTANCE;A;0.10315;0.05679;0.09904;0.11893;0.18042;0.04015;0.15032;0.04623
2020-04-28 06:54:01,704;SHAPLEY_EFFECT;B;0.11527;0.02751;0.12999;0.12191;0.17545;0.12453;0.27169;0.03364
2020-04-28 06:54:22,362;SHAP_IMPORTANCE;B;0.06740;0.03724;0.07324;0.06899;0.09117;0.06577;0.12950;0.03088
2020-04-28 06:57:32,303;SHAPLEY_EFFECT;B;0.12237;0.04024;0.11962;0.12168;0.18900;0.11412;0.26529;0.02768
2020-04-28 07:07:27,418;SHAP_IMPORTANCE;A;0.10536;0.06243;0.10584;0.12350;0.17119;0.03339;0.15104;0.04813
2020-04-28 07:10:34,068;SHAPLEY_EFFECT;A;0.13906;0.03930;0.08745;0.21691;0.25049;0.04826;0.18631;0.03222
2020-04-28 07:14:14,540;SHAPLEY_EFFECT;A;0.14032;0.03624;0.08899;0.20864;0.25144;0.04764;0.18955;0.03720
2020-04-28 07:18:44,146;SHAP_IMPORTANCE;B;0.05877;0.03929;0.06986;0.06151;0.07526;0.06402;0.11651;0.03127
2020-04-28 07:26:53,915;SHAPLEY_EFFECT;B;0.12640;0.02160;0.12374;0.12674;0.17976;0.12469;0.28301;0.01405
2020-04-28 07:30:41,644;SHAPLEY_EFFECT;B;0.12401;0.02447;0.12702;0.11594;0.18462;0.12302;0.27119;0.02972
2020-04-28 07:31:52,229;SHAP_IMPORTANCE;A;0.10534;0.05269;0.09992;0.11619;0.18204;0.03356;0.14733;0.04818
2020-04-28 07:43:20,669;SHAP_IMPORTANCE;B;0.06140;0.03808;0.06369;0.06747;0.07912;0.05891;0.10582;0.03098
2020-04-28 07:44:24,808;SHAPLEY_EFFECT;A;0.14068;0.03975;0.08573;0.21220;0.25203;0.04442;0.18436;0.04083
2020-04-28 07:48:09,362;SHAPLEY_EFFECT;A;0.13970;0.03618;0.09181;0.21474;0.24696;0.04555;0.18423;0.04083
2020-04-28 07:57:06,265;SHAP_IMPORTANCE;A;0.10194;0.05954;0.10691;0.11341;0.16814;0.03612;0.15911;0.04822
2020-04-28 08:01:29,533;SHAPLEY_EFFECT;B;0.11611;0.03997;0.12441;0.12125;0.18136;0.12211;0.25875;0.03602
2020-04-28 08:05:24,634;SHAPLEY_EFFECT;B;0.11699;0.03644;0.11888;0.13110;0.18661;0.11793;0.25769;0.03435
2020-04-28 08:08:22,578;SHAP_IMPORTANCE;B;0.05848;0.04117;0.07264;0.06729;0.08424;0.06045;0.11690;0.03444
2020-04-28 08:17:54,628;SHAPLEY_EFFECT;A;0.14524;0.03582;0.09076;0.21541;0.24411;0.04714;0.18799;0.03352
2020-04-28 08:20:39,522;SHAP_IMPORTANCE;A;0.10069;0.06250;0.10985;0.09767;0.18177;0.03466;0.15862;0.04441
2020-04-28 08:21:47,317;SHAPLEY_EFFECT;A;0.13919;0.03612;0.08926;0.21547;0.24697;0.04374;0.19275;0.03651
2020-04-28 08:31:40,305;SHAP_IMPORTANCE;B;0.05631;0.04425;0.07777;0.06902;0.09306;0.05881;0.11745;0.03692
2020-04-28 08:33:20,762;SHAPLEY_EFFECT;B;0.12346;0.03195;0.12152;0.12112;0.18632;0.11737;0.26662;0.03163
2020-04-28 08:37:16,169;SHAPLEY_EFFECT;B;0.12991;0.03754;0.11670;0.11313;0.18623;0.11939;0.27042;0.02667
2020-04-28 08:46:36,356;SHAP_IMPORTANCE;A;0.10984;0.05629;0.10911;0.12679;0.17704;0.04050;0.15206;0.04603
2020-04-28 08:54:06,903;SHAPLEY_EFFECT;A;0.14223;0.03441;0.08961;0.20916;0.25640;0.04069;0.18813;0.03937
2020-04-28 08:59:22,873;SHAPLEY_EFFECT;A;0.14636;0.04125;0.09114;0.21406;0.24908;0.03992;0.18598;0.03221
2020-04-28 08:59:29,123;SHAP_IMPORTANCE;B;0.06143;0.04005;0.06867;0.06436;0.08455;0.06237;0.11559;0.03190
2020-04-28 09:11:58,912;SHAPLEY_EFFECT;B;0.12198;0.03332;0.12167;0.12261;0.17743;0.12128;0.26249;0.03922
2020-04-28 09:13:29,575;SHAP_IMPORTANCE;A;0.09245;0.05764;0.10627;0.09022;0.17478;0.03773;0.14282;0.03596
2020-04-28 09:17:04,938;SHAPLEY_EFFECT;B;0.11363;0.04541;0.12701;0.12367;0.17302;0.12403;0.25563;0.03760
2020-04-28 09:26:02,356;SHAP_IMPORTANCE;B;0.05906;0.04046;0.07626;0.06236;0.09022;0.05919;0.11924;0.03163
2020-04-28 09:30:49,240;SHAPLEY_EFFECT;A;0.13947;0.04279;0.09329;0.20016;0.24612;0.04738;0.18862;0.04217
2020-04-28 09:35:58,745;SHAPLEY_EFFECT;A;0.14124;0.04408;0.09118;0.20454;0.25144;0.04883;0.17924;0.03944
2020-04-28 09:40:10,773;SHAP_IMPORTANCE;A;0.10473;0.06093;0.10186;0.12591;0.18344;0.03945;0.14948;0.04390
2020-04-28 09:49:36,515;SHAPLEY_EFFECT;B;0.12463;0.03470;0.12434;0.11555;0.17480;0.11807;0.27159;0.03632
2020-04-28 09:53:13,225;SHAP_IMPORTANCE;B;0.06109;0.03358;0.07189;0.06523;0.08098;0.06240;0.11333;0.02842
2020-04-28 09:55:14,772;SHAPLEY_EFFECT;B;0.12210;0.03829;0.12118;0.12629;0.17646;0.11924;0.26582;0.03063
2020-04-28 10:08:04,099;SHAP_IMPORTANCE;A;0.09545;0.07021;0.10732;0.10543;0.18418;0.03715;0.16609;0.05107
2020-04-28 10:09:36,980;SHAPLEY_EFFECT;A;0.13420;0.04730;0.09470;0.20401;0.24403;0.04829;0.17965;0.04784
2020-04-28 10:14:57,204;SHAPLEY_EFFECT;A;0.13996;0.04165;0.08570;0.21646;0.24010;0.04696;0.18502;0.04414
2020-04-28 10:20:59,321;SHAP_IMPORTANCE;B;0.05626;0.04168;0.07554;0.06987;0.08881;0.05601;0.11484;0.03418
2020-04-28 10:28:11,642;SHAPLEY_EFFECT;B;0.12843;0.02401;0.11530;0.12248;0.18139;0.11490;0.28885;0.02465
2020-04-28 10:33:32,174;SHAPLEY_EFFECT;B;0.11466;0.02462;0.12893;0.12528;0.18055;0.11761;0.28008;0.02828
2020-04-28 10:35:51,286;SHAP_IMPORTANCE;A;0.10380;0.06274;0.10036;0.12775;0.15623;0.03343;0.14700;0.03938
2020-04-28 10:47:29,657;SHAPLEY_EFFECT;A;0.14357;0.03662;0.08797;0.21033;0.24226;0.05004;0.18813;0.04108
2020-04-28 10:48:00,115;SHAP_IMPORTANCE;B;0.06391;0.03425;0.06596;0.06230;0.08479;0.06409;0.12148;0.02994
2020-04-28 10:52:43,823;SHAPLEY_EFFECT;A;0.14081;0.03858;0.08689;0.21315;0.25130;0.05090;0.17943;0.03893
2020-04-28 11:03:08,667;SHAP_IMPORTANCE;A;0.10045;0.05708;0.10171;0.09801;0.18067;0.03267;0.15295;0.04467
2020-04-28 11:05:59,720;SHAPLEY_EFFECT;B;0.12754;0.03809;0.12440;0.12597;0.18370;0.12188;0.24281;0.03562
2020-04-28 11:11:37,669;SHAPLEY_EFFECT;B;0.12623;0.03410;0.12546;0.11863;0.17667;0.12509;0.25250;0.04131
2020-04-28 11:15:59,615;SHAP_IMPORTANCE;B;0.06180;0.03829;0.06931;0.06335;0.08208;0.06303;0.11561;0.03167
2020-04-28 11:26:41,117;SHAPLEY_EFFECT;A;0.13966;0.03975;0.08778;0.20672;0.24744;0.04986;0.18565;0.04314
2020-04-28 11:31:16,749;SHAP_IMPORTANCE;A;0.10296;0.05517;0.09883;0.11715;0.17356;0.03985;0.15913;0.04539
2020-04-28 11:32:38,257;SHAPLEY_EFFECT;A;0.14171;0.04431;0.08841;0.20762;0.24459;0.04783;0.18210;0.04343
2020-04-28 11:44:12,382;SHAP_IMPORTANCE;B;0.06783;0.03774;0.06826;0.05784;0.08762;0.06863;0.12017;0.03013
2020-04-28 11:45:28,641;SHAPLEY_EFFECT;B;0.11916;0.03528;0.12109;0.11985;0.18611;0.12241;0.26408;0.03201
2020-04-28 11:51:22,421;SHAPLEY_EFFECT;B;0.11699;0.04808;0.12263;0.11572;0.17431;0.12151;0.25863;0.04214
2020-04-28 11:59:21,388;SHAP_IMPORTANCE;A;0.10799;0.06824;0.10789;0.11693;0.16321;0.03758;0.15915;0.04607
2020-04-28 12:04:46,222;SHAPLEY_EFFECT;A;0.14111;0.04558;0.08716;0.20833;0.24142;0.04793;0.18441;0.04406
2020-04-28 12:10:23,920;SHAPLEY_EFFECT;A;0.13778;0.04508;0.09224;0.20102;0.24608;0.05094;0.18436;0.04251
2020-04-28 12:17:42,230;SHAP_IMPORTANCE;B;0.06092;0.03679;0.07597;0.06318;0.09328;0.06187;0.11901;0.02814
2020-04-28 12:26:21,101;SHAP_IMPORTANCE;B;0.06266;0.03939;0.07337;0.06463;0.08463;0.06217;0.12375;0.03219
2020-04-28 12:26:32,781;SHAP_IMPORTANCE;B;0.06361;0.04042;0.07443;0.06351;0.09018;0.06212;0.12538;0.03291
2020-04-28 12:30:17,707;SHAP_IMPORTANCE;A;0.09643;0.06151;0.10274;0.10660;0.17420;0.03522;0.15379;0.04375
2020-04-28 12:37:50,665;SHAP_IMPORTANCE;A;0.09619;0.06300;0.10634;0.10879;0.16970;0.03542;0.16036;0.04392
2020-04-28 12:38:09,248;SHAP_IMPORTANCE;A;0.09966;0.05933;0.10664;0.10624;0.17326;0.04174;0.15759;0.04894
2020-04-28 12:39:56,938;SHAP_IMPORTANCE;B;0.06130;0.03979;0.06878;0.06507;0.09042;0.05827;0.11458;0.03095
2020-04-28 12:47:22,643;SHAP_IMPORTANCE;B;0.05694;0.04066;0.07411;0.06632;0.09005;0.05609;0.11813;0.03284
2020-04-28 12:47:46,575;SHAP_IMPORTANCE;B;0.05948;0.03747;0.07268;0.06512;0.08932;0.05936;0.12144;0.03041
2020-04-28 12:51:08,495;SHAP_IMPORTANCE;A;0.10880;0.06433;0.10640;0.11552;0.17207;0.03693;0.15356;0.04847
2020-04-28 12:58:39,419;SHAP_IMPORTANCE;A;0.10572;0.05029;0.09579;0.11294;0.17566;0.03458;0.16189;0.05422
2020-04-28 12:59:04,310;SHAP_IMPORTANCE;A;0.10593;0.05895;0.09938;0.11605;0.18754;0.03842;0.15060;0.03832
2020-04-28 13:01:03,410;SHAP_IMPORTANCE;B;0.06600;0.04022;0.07462;0.06733;0.08484;0.06373;0.12071;0.03184
2020-04-28 13:08:06,102;SHAP_IMPORTANCE;B;0.06069;0.04129;0.07672;0.06392;0.08806;0.05986;0.11963;0.03604
2020-04-28 13:08:39,475;SHAP_IMPORTANCE;B;0.05934;0.04056;0.07372;0.06319;0.08352;0.05887;0.12043;0.02937
2020-04-28 13:12:04,341;SHAP_IMPORTANCE;A;0.10388;0.05601;0.09389;0.12813;0.17076;0.03806;0.14968;0.04185
2020-04-28 13:18:55,858;SHAP_IMPORTANCE;A;0.10878;0.05279;0.10443;0.12115;0.18848;0.04461;0.15050;0.04807
2020-04-28 13:19:44,108;SHAP_IMPORTANCE;A;0.09711;0.06196;0.10336;0.10471;0.15971;0.03272;0.15802;0.04551
2020-04-28 13:21:45,609;SHAP_IMPORTANCE;B;0.06013;0.03634;0.07210;0.06486;0.08719;0.05888;0.11490;0.03201
2020-04-28 13:28:35,754;SHAP_IMPORTANCE;B;0.06459;0.03259;0.07080;0.06294;0.08012;0.05927;0.11297;0.02556
2020-04-28 13:29:34,666;SHAP_IMPORTANCE;B;0.05893;0.03714;0.06900;0.06328;0.08414;0.05792;0.11535;0.03149
2020-04-28 13:33:14,497;SHAP_IMPORTANCE;A;0.09620;0.06317;0.10771;0.10271;0.17640;0.03594;0.15264;0.03891
2020-04-28 13:39:48,060;SHAP_IMPORTANCE;A;0.10060;0.05722;0.10125;0.11893;0.17235;0.03816;0.14674;0.04236
2020-04-28 13:40:52,230;SHAP_IMPORTANCE;A;0.10294;0.06056;0.10338;0.11504;0.18988;0.03870;0.14970;0.04811
2020-04-28 13:42:58,996;SHAP_IMPORTANCE;B;0.05920;0.04094;0.07566;0.06323;0.09072;0.05632;0.11152;0.03313
2020-04-28 13:49:21,030;SHAP_IMPORTANCE;B;0.06002;0.03930;0.06973;0.06286;0.08601;0.05608;0.11736;0.03220
2020-04-28 13:50:19,058;SHAP_IMPORTANCE;B;0.05882;0.04079;0.07029;0.06031;0.08937;0.05963;0.10782;0.03326
2020-04-28 13:54:32,131;SHAP_IMPORTANCE;A;0.09352;0.05774;0.09988;0.08839;0.17600;0.04050;0.14701;0.04847
2020-04-28 14:01:42,466;SHAP_IMPORTANCE;A;0.09788;0.05019;0.10480;0.12456;0.16919;0.03468;0.14514;0.03912
2020-04-28 14:02:36,345;SHAP_IMPORTANCE;A;0.10144;0.06023;0.10833;0.12118;0.18198;0.03737;0.15035;0.04796
2020-04-28 14:04:14,658;SHAP_IMPORTANCE;B;0.06358;0.03786;0.07267;0.06282;0.08831;0.06314;0.12096;0.03303
2020-04-28 14:11:22,600;SHAP_IMPORTANCE;A;0.10302;0.06010;0.10736;0.11897;0.17073;0.04109;0.15510;0.04450
